Fecha,Precipitacion,mm_netos,m3_hectarea,litros_m2,produccion_m3,produccion_litros,riego_activo,demanda_litros,demanda_m3,balance_litros,balance_m3
2019-02-22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-02-23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-02-24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-02-25,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,True,26715.8900,26.7200,-26715.8900,-26.7200
2019-02-26,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-02-27,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-02-28,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-03-01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,True,26715.8900,26.7200,-26715.8900,-26.7200
2019-03-02,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-03-03,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-03-04,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-03-05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,True,26715.8900,26.7200,-26715.8900,-26.7200
2019-03-06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-03-07,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-03-08,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-03-09,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,True,26715.8900,26.7200,-26715.8900,-26.7200
2019-03-10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-03-11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-03-12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-03-13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,True,26715.8900,26.7200,-26715.8900,-26.7200
2019-03-14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-03-15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-03-16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-03-17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,True,26715.8900,26.7200,-26715.8900,-26.7200
2019-03-18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-03-19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-03-20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-03-21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,True,26715.8900,26.7200,-26715.8900,-26.7200
2019-03-22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-03-23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-03-24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-03-25,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,True,26715.8900,26.7200,-26715.8900,-26.7200
2019-03-26,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-03-27,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-03-28,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-03-29,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,True,26715.8900,26.7200,-26715.8900,-26.7200
2019-03-30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-03-31,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-04-01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-04-02,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,True,26715.8900,26.7200,-26715.8900,-26.7200
2019-04-03,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-04-04,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-04-05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-04-06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,True,26715.8900,26.7200,-26715.8900,-26.7200
2019-04-07,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-04-08,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-04-09,3.4000,0.7650,7.6500,0.7650,6.1888,6186.6927,False,0.0000,0.0000,6186.6927,6.1888
2019-04-10,0.6000,0.1350,1.3500,0.1350,1.0921,1091.7693,False,0.0000,0.0000,1091.7693,1.0921
2019-04-11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-04-12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-04-13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-04-14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,True,26715.8900,26.7200,-26715.8900,-26.7200
2019-04-15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-04-16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-04-17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-04-18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,True,26715.8900,26.7200,-26715.8900,-26.7200
2019-04-19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-04-20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-04-21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-04-22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,True,26715.8900,26.7200,-26715.8900,-26.7200
2019-04-23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-04-24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-04-25,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-04-26,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,True,26715.8900,26.7200,-26715.8900,-26.7200
2019-04-27,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-04-28,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-04-29,0.8000,0.1800,1.8000,0.1800,1.4562,1455.6924,False,0.0000,0.0000,1455.6924,1.4562
2019-04-30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-05-01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-05-02,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-05-03,1.0000,0.2250,2.2500,0.2250,1.8203,1819.6155,False,0.0000,0.0000,1819.6155,1.8203
2019-05-04,1.0000,0.2250,2.2500,0.2250,1.8203,1819.6155,False,0.0000,0.0000,1819.6155,1.8203
2019-05-05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-05-06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-05-07,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-05-08,13.4000,3.0150,30.1500,3.0150,24.3914,24382.8477,False,0.0000,0.0000,24382.8477,24.3914
2019-05-09,13.6000,3.0600,30.6000,3.0600,24.7554,24746.7708,False,0.0000,0.0000,24746.7708,24.7554
2019-05-10,4.2000,0.9450,9.4500,0.9450,7.6451,7642.3851,False,0.0000,0.0000,7642.3851,7.6451
2019-05-11,4.4000,0.9900,9.9000,0.9900,8.0091,8006.3082,False,0.0000,0.0000,8006.3082,8.0091
2019-05-12,0.2000,0.0450,0.4500,0.0450,0.3641,363.9231,False,0.0000,0.0000,363.9231,0.3641
2019-05-13,0.6000,0.1350,1.3500,0.1350,1.0921,1091.7693,False,0.0000,0.0000,1091.7693,1.0921
2019-05-14,45.0000,10.1250,101.2500,10.1250,81.9113,81882.6975,False,0.0000,0.0000,81882.6975,81.9113
2019-05-15,26.0000,5.8500,58.5000,5.8500,47.3265,47310.0030,False,0.0000,0.0000,47310.0030,47.3265
2019-05-16,6.6000,1.4850,14.8500,1.4850,12.0136,12009.4623,False,0.0000,0.0000,12009.4623,12.0136
2019-05-17,12.4000,2.7900,27.9000,2.7900,22.5711,22563.2322,False,0.0000,0.0000,22563.2322,22.5711
2019-05-18,15.8000,3.5550,35.5500,3.5550,28.7600,28749.9249,False,0.0000,0.0000,28749.9249,28.7600
2019-05-19,18.2000,4.0950,40.9500,4.0950,33.1285,33117.0021,False,0.0000,0.0000,33117.0021,33.1285
2019-05-20,6.8000,1.5300,15.3000,1.5300,12.3777,12373.3854,False,0.0000,0.0000,12373.3854,12.3777
2019-05-21,30.4000,6.8400,68.4000,6.8400,55.3356,55316.3112,False,0.0000,0.0000,55316.3112,55.3356
2019-05-22,20.0000,4.5000,45.0000,4.5000,36.4050,36392.3100,False,0.0000,0.0000,36392.3100,36.4050
2019-05-23,5.4000,1.2150,12.1500,1.2150,9.8294,9825.9237,False,0.0000,0.0000,9825.9237,9.8294
2019-05-24,3.0000,0.6750,6.7500,0.6750,5.4607,5458.8465,False,0.0000,0.0000,5458.8465,5.4607
2019-05-25,28.2000,6.3450,63.4500,6.3450,51.3310,51313.1571,False,0.0000,0.0000,51313.1571,51.3310
2019-05-26,4.4000,0.9900,9.9000,0.9900,8.0091,8006.3082,False,0.0000,0.0000,8006.3082,8.0091
2019-05-27,35.4000,7.9650,79.6500,7.9650,64.4368,64414.3887,False,0.0000,0.0000,64414.3887,64.4368
2019-05-28,29.8000,6.7050,67.0500,6.7050,54.2435,54224.5419,False,0.0000,0.0000,54224.5419,54.2435
2019-05-29,25.8000,5.8050,58.0500,5.8050,46.9625,46946.0799,False,0.0000,0.0000,46946.0799,46.9625
2019-05-30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-05-31,6.4000,1.4400,14.4000,1.4400,11.6496,11645.5392,False,0.0000,0.0000,11645.5392,11.6496
2019-06-01,2.8000,0.6300,6.3000,0.6300,5.0967,5094.9234,False,0.0000,0.0000,5094.9234,5.0967
2019-06-02,1.0000,0.2250,2.2500,0.2250,1.8203,1819.6155,False,0.0000,0.0000,1819.6155,1.8203
2019-06-03,0.2000,0.0450,0.4500,0.0450,0.3641,363.9231,False,0.0000,0.0000,363.9231,0.3641
2019-06-04,10.0000,2.2500,22.5000,2.2500,18.2025,18196.1550,False,0.0000,0.0000,18196.1550,18.2025
2019-06-05,26.0000,5.8500,58.5000,5.8500,47.3265,47310.0030,False,0.0000,0.0000,47310.0030,47.3265
2019-06-06,1.2000,0.2700,2.7000,0.2700,2.1843,2183.5386,False,0.0000,0.0000,2183.5386,2.1843
2019-06-07,4.8000,1.0800,10.8000,1.0800,8.7372,8734.1544,False,0.0000,0.0000,8734.1544,8.7372
2019-06-08,20.4000,4.5900,45.9000,4.5900,37.1331,37120.1562,False,0.0000,0.0000,37120.1562,37.1331
2019-06-09,13.2000,2.9700,29.7000,2.9700,24.0273,24018.9246,False,0.0000,0.0000,24018.9246,24.0273
2019-06-10,9.8000,2.2050,22.0500,2.2050,17.8385,17832.2319,False,0.0000,0.0000,17832.2319,17.8385
2019-06-11,1.8000,0.4050,4.0500,0.4050,3.2765,3275.3079,False,0.0000,0.0000,3275.3079,3.2765
2019-06-12,0.4000,0.0900,0.9000,0.0900,0.7281,727.8462,False,0.0000,0.0000,727.8462,0.7281
2019-06-13,35.8000,8.0550,80.5500,8.0550,65.1650,65142.2349,False,0.0000,0.0000,65142.2349,65.1650
2019-06-14,0.4000,0.0900,0.9000,0.0900,0.7281,727.8462,False,0.0000,0.0000,727.8462,0.7281
2019-06-15,0.2000,0.0450,0.4500,0.0450,0.3641,363.9231,False,0.0000,0.0000,363.9231,0.3641
2019-06-16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-06-17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-06-18,6.8000,1.5300,15.3000,1.5300,12.3777,12373.3854,False,0.0000,0.0000,12373.3854,12.3777
2019-06-19,4.8000,1.0800,10.8000,1.0800,8.7372,8734.1544,False,0.0000,0.0000,8734.1544,8.7372
2019-06-20,0.4000,0.0900,0.9000,0.0900,0.7281,727.8462,False,0.0000,0.0000,727.8462,0.7281
2019-06-21,12.6000,2.8350,28.3500,2.8350,22.9351,22927.1553,False,0.0000,0.0000,22927.1553,22.9351
2019-06-22,0.2000,0.0450,0.4500,0.0450,0.3641,363.9231,False,0.0000,0.0000,363.9231,0.3641
2019-06-23,1.4000,0.3150,3.1500,0.3150,2.5483,2547.4617,False,0.0000,0.0000,2547.4617,2.5483
2019-06-24,10.4000,2.3400,23.4000,2.3400,18.9306,18924.0012,False,0.0000,0.0000,18924.0012,18.9306
2019-06-25,5.2000,1.1700,11.7000,1.1700,9.4653,9462.0006,False,0.0000,0.0000,9462.0006,9.4653
2019-06-26,0.2000,0.0450,0.4500,0.0450,0.3641,363.9231,False,0.0000,0.0000,363.9231,0.3641
2019-06-27,0.2000,0.0450,0.4500,0.0450,0.3641,363.9231,False,0.0000,0.0000,363.9231,0.3641
2019-06-28,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-06-29,0.8000,0.1800,1.8000,0.1800,1.4562,1455.6924,False,0.0000,0.0000,1455.6924,1.4562
2019-06-30,3.8000,0.8550,8.5500,0.8550,6.9169,6914.5389,False,0.0000,0.0000,6914.5389,6.9169
2019-07-01,0.2000,0.0450,0.4500,0.0450,0.3641,363.9231,False,0.0000,0.0000,363.9231,0.3641
2019-07-02,11.0000,2.4750,24.7500,2.4750,20.0228,20015.7705,False,0.0000,0.0000,20015.7705,20.0228
2019-07-03,2.8000,0.6300,6.3000,0.6300,5.0967,5094.9234,False,0.0000,0.0000,5094.9234,5.0967
2019-07-04,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-07-05,0.2000,0.0450,0.4500,0.0450,0.3641,363.9231,False,0.0000,0.0000,363.9231,0.3641
2019-07-06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-07-07,5.2000,1.1700,11.7000,1.1700,9.4653,9462.0006,False,0.0000,0.0000,9462.0006,9.4653
2019-07-08,21.8000,4.9050,49.0500,4.9050,39.6815,39667.6179,False,0.0000,0.0000,39667.6179,39.6815
2019-07-09,0.2000,0.0450,0.4500,0.0450,0.3641,363.9231,False,0.0000,0.0000,363.9231,0.3641
2019-07-10,4.8000,1.0800,10.8000,1.0800,8.7372,8734.1544,False,0.0000,0.0000,8734.1544,8.7372
2019-07-11,6.2000,1.3950,13.9500,1.3950,11.2856,11281.6161,False,0.0000,0.0000,11281.6161,11.2856
2019-07-12,0.2000,0.0450,0.4500,0.0450,0.3641,363.9231,False,0.0000,0.0000,363.9231,0.3641
2019-07-13,3.2000,0.7200,7.2000,0.7200,5.8248,5822.7696,False,0.0000,0.0000,5822.7696,5.8248
2019-07-14,9.6000,2.1600,21.6000,2.1600,17.4744,17468.3088,False,0.0000,0.0000,17468.3088,17.4744
2019-07-15,17.4000,3.9150,39.1500,3.9150,31.6724,31661.3097,False,0.0000,0.0000,31661.3097,31.6724
2019-07-16,0.2000,0.0450,0.4500,0.0450,0.3641,363.9231,False,0.0000,0.0000,363.9231,0.3641
2019-07-17,1.6000,0.3600,3.6000,0.3600,2.9124,2911.3848,False,0.0000,0.0000,2911.3848,2.9124
2019-07-18,3.8000,0.8550,8.5500,0.8550,6.9169,6914.5389,False,0.0000,0.0000,6914.5389,6.9169
2019-07-19,0.2000,0.0450,0.4500,0.0450,0.3641,363.9231,False,0.0000,0.0000,363.9231,0.3641
2019-07-20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-07-21,0.6000,0.1350,1.3500,0.1350,1.0921,1091.7693,False,0.0000,0.0000,1091.7693,1.0921
2019-07-22,0.8000,0.1800,1.8000,0.1800,1.4562,1455.6924,False,0.0000,0.0000,1455.6924,1.4562
2019-07-23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-07-24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-07-25,1.8000,0.4050,4.0500,0.4050,3.2765,3275.3079,False,0.0000,0.0000,3275.3079,3.2765
2019-07-26,1.4000,0.3150,3.1500,0.3150,2.5483,2547.4617,False,0.0000,0.0000,2547.4617,2.5483
2019-07-27,0.4000,0.0900,0.9000,0.0900,0.7281,727.8462,False,0.0000,0.0000,727.8462,0.7281
2019-07-28,2.2000,0.4950,4.9500,0.4950,4.0046,4003.1541,False,0.0000,0.0000,4003.1541,4.0046
2019-07-29,0.4000,0.0900,0.9000,0.0900,0.7281,727.8462,False,0.0000,0.0000,727.8462,0.7281
2019-07-30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-07-31,0.2000,0.0450,0.4500,0.0450,0.3641,363.9231,False,0.0000,0.0000,363.9231,0.3641
2019-08-01,4.2000,0.9450,9.4500,0.9450,7.6451,7642.3851,False,0.0000,0.0000,7642.3851,7.6451
2019-08-02,3.4000,0.7650,7.6500,0.7650,6.1888,6186.6927,False,0.0000,0.0000,6186.6927,6.1888
2019-08-03,0.2000,0.0450,0.4500,0.0450,0.3641,363.9231,False,0.0000,0.0000,363.9231,0.3641
2019-08-04,0.2000,0.0450,0.4500,0.0450,0.3641,363.9231,False,0.0000,0.0000,363.9231,0.3641
2019-08-05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000
2019-08-06,9.0000,2.0250,20.2500,2.0250,16.3823,16376.5395,False,0.0000,0.0000,16376.5395,16.3823
2019-08-07,7.2000,1.6200,16.2000,1.6200,13.1058,13101.2316,False,0.0000,0.0000,13101.2316,13.1058
2019-08-08,0.6000,0.1350,1.3500,0.1350,1.0921,1091.7693,False,0.0000,0.0000,1091.7693,1.0921
2019-08-09,0.2000,0.0450,0.4500,0.0450,0.3641,363.9231,False,0.0000,0.0000,363.9231,0.3641
2019-08-10,0.2000,0.0450,0.4500,0.0450,0.3641,363.9231,False,0.0000,0.0000,363.9231,0.3641
2019-08-11,0.8000,0.1800,1.8000,0.1800,1.4562,1455.6924,False,0.0000,0.0000,1455.6924,1.4562
2019-08-12,2.6000,0.5850,5.8500,0.5850,4.7327,4731.0003,False,0.0000,0.0000,4731.0003,4.7327
2019-08-13,1.2000,0.2700,2.7000,0.2700,2.1843,2183.5386,False,0.0000,0.0000,2183.5386,2.1843
2019-08-14,13.0000,2.9250,29.2500,2.9250,23.6633,23655.0015,False,0.0000,0.0000,23655.0015,23.6633
2019-08-15,7.2000,1.6200,16.2000,1.6200,13.1058,13101.2316,False,0.0000,0.0000,13101.2316,13.1058
2019-08-16,1.8000,0.4050,4.0500,0.4050,3.2765,3275.3079,False,0.0000,0.0000,3275.3079,3.2765
2019-08-17,9.4000,2.1150,21.1500,2.1150,17.1104,17104.3857,False,0.0000,0.0000,17104.3857,17.1104
2019-08-18,23.0000,5.1750,51.7500,5.1750,41.8658,41851.1565,False,0.0000,0.0000,41851.1565,41.8658
