Fecha,Precipitacion,produccion_litros,riego_activo,demanda_litros,balance_litros,tanque_inicio_L,tanque_entrada_L,tanque_salida_L,tanque_desborde_L,tanque_fin_L,tanque_fin_m3,tanque_fin_pct,tanque_fallo
2019-01-01,0.2000,363.9231,False,0.0000,363.9231,54000.0000,363.9231,0.0000,0.0000,54363.9231,54.3639,50.3370,False
2019-01-02,0.2000,363.9231,False,0.0000,363.9231,54363.9231,363.9231,0.0000,0.0000,54727.8462,54.7278,50.6739,False
2019-01-03,0.2000,363.9231,False,0.0000,363.9231,54727.8462,363.9231,0.0000,0.0000,55091.7693,55.0918,51.0109,False
2019-01-04,0.2000,363.9231,True,26715.8900,-26351.9669,55091.7693,363.9231,26715.8900,0.0000,28739.8024,28.7398,26.6109,False
2019-01-05,0.2000,363.9231,False,0.0000,363.9231,28739.8024,363.9231,0.0000,0.0000,29103.7255,29.1037,26.9479,False
2019-01-06,0.2000,363.9231,False,0.0000,363.9231,29103.7255,363.9231,0.0000,0.0000,29467.6486,29.4676,27.2849,False
2019-01-07,0.4000,727.8462,False,0.0000,727.8462,29467.6486,727.8462,0.0000,0.0000,30195.4948,30.1955,27.9588,False
2019-01-08,0.2000,363.9231,False,0.0000,363.9231,30195.4948,363.9231,0.0000,0.0000,30559.4179,30.5594,28.2958,False
2019-01-09,0.2000,363.9231,False,0.0000,363.9231,30559.4179,363.9231,0.0000,0.0000,30923.3410,30.9233,28.6327,False
2019-01-10,0.2000,363.9231,False,0.0000,363.9231,30923.3410,363.9231,0.0000,0.0000,31287.2641,31.2873,28.9697,False
2019-01-11,0.2000,363.9231,True,26715.8900,-26351.9669,31287.2641,363.9231,26715.8900,0.0000,4935.2972,4.9353,4.5697,False
2019-01-12,0.2000,363.9231,False,0.0000,363.9231,4935.2972,363.9231,0.0000,0.0000,5299.2203,5.2992,4.9067,False
2019-01-13,0.2000,363.9231,False,0.0000,363.9231,5299.2203,363.9231,0.0000,0.0000,5663.1434,5.6631,5.2437,False
2019-01-14,0.2000,363.9231,False,0.0000,363.9231,5663.1434,363.9231,0.0000,0.0000,6027.0665,6.0271,5.5806,False
2019-01-15,0.0000,0.0000,True,26715.8900,-26715.8900,6027.0665,0.0000,26715.8900,0.0000,0.0000,0.0000,0.0000,True
2019-01-16,0.2000,363.9231,False,0.0000,363.9231,0.0000,363.9231,0.0000,0.0000,363.9231,0.3639,0.3370,False
2019-01-17,0.2000,363.9231,False,0.0000,363.9231,363.9231,363.9231,0.0000,0.0000,727.8462,0.7278,0.6739,False
2019-01-18,0.2000,363.9231,False,0.0000,363.9231,727.8462,363.9231,0.0000,0.0000,1091.7693,1.0918,1.0109,False
2019-01-19,0.2000,363.9231,True,26715.8900,-26351.9669,1091.7693,363.9231,26715.8900,0.0000,0.0000,0.0000,0.0000,True
2019-01-20,0.2000,363.9231,False,0.0000,363.9231,0.0000,363.9231,0.0000,0.0000,363.9231,0.3639,0.3370,False
2019-01-21,0.0000,0.0000,False,0.0000,0.0000,363.9231,0.0000,0.0000,0.0000,363.9231,0.3639,0.3370,False
2019-01-22,0.0000,0.0000,False,0.0000,0.0000,363.9231,0.0000,0.0000,0.0000,363.9231,0.3639,0.3370,False
2019-01-23,0.2000,363.9231,True,26715.8900,-26351.9669,363.9231,363.9231,26715.8900,0.0000,0.0000,0.0000,0.0000,True
2019-01-24,0.4000,727.8462,False,0.0000,727.8462,0.0000,727.8462,0.0000,0.0000,727.8462,0.7278,0.6739,False
2019-01-25,0.2000,363.9231,False,0.0000,363.9231,727.8462,363.9231,0.0000,0.0000,1091.7693,1.0918,1.0109,False
2019-01-26,0.2000,363.9231,False,0.0000,363.9231,1091.7693,363.9231,0.0000,0.0000,1455.6924,1.4557,1.3479,False
2019-01-27,0.2000,363.9231,False,0.0000,363.9231,1455.6924,363.9231,0.0000,0.0000,1819.6155,1.8196,1.6848,False
2019-01-28,0.2000,363.9231,True,26715.8900,-26351.9669,1819.6155,363.9231,26715.8900,0.0000,0.0000,0.0000,0.0000,True
2019-01-29,0.2000,363.9231,False,0.0000,363.9231,0.0000,363.9231,0.0000,0.0000,363.9231,0.3639,0.3370,False
2019-01-30,0.2000,363.9231,False,0.0000,363.9231,363.9231,363.9231,0.0000,0.0000,727.8462,0.7278,0.6739,False
2019-01-31,0.0000,0.0000,False,0.0000,0.0000,727.8462,0.0000,0.0000,0.0000,727.8462,0.7278,0.6739,False
2019-02-01,0.0000,0.0000,True,26715.8900,-26715.8900,727.8462,0.0000,26715.8900,0.0000,0.0000,0.0000,0.0000,True
2019-02-02,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-02-03,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-02-04,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-02-05,0.0000,0.0000,True,26715.8900,-26715.8900,0.0000,0.0000,26715.8900,0.0000,0.0000,0.0000,0.0000,True
2019-02-06,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-02-07,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-02-08,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-02-09,0.0000,0.0000,True,26715.8900,-26715.8900,0.0000,0.0000,26715.8900,0.0000,0.0000,0.0000,0.0000,True
2019-02-10,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-02-11,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-02-12,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-02-13,0.0000,0.0000,True,26715.8900,-26715.8900,0.0000,0.0000,26715.8900,0.0000,0.0000,0.0000,0.0000,True
2019-02-14,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-02-15,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-02-16,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-02-17,0.0000,0.0000,True,26715.8900,-26715.8900,0.0000,0.0000,26715.8900,0.0000,0.0000,0.0000,0.0000,True
2019-02-18,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-02-19,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-02-20,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-02-21,0.0000,0.0000,True,26715.8900,-26715.8900,0.0000,0.0000,26715.8900,0.0000,0.0000,0.0000,0.0000,True
2019-02-22,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-02-23,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-02-24,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-02-25,0.0000,0.0000,True,26715.8900,-26715.8900,0.0000,0.0000,26715.8900,0.0000,0.0000,0.0000,0.0000,True
2019-02-26,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-02-27,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-02-28,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-03-01,0.0000,0.0000,True,26715.8900,-26715.8900,0.0000,0.0000,26715.8900,0.0000,0.0000,0.0000,0.0000,True
2019-03-02,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-03-03,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-03-04,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-03-05,0.0000,0.0000,True,26715.8900,-26715.8900,0.0000,0.0000,26715.8900,0.0000,0.0000,0.0000,0.0000,True
2019-03-06,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-03-07,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-03-08,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-03-09,0.0000,0.0000,True,26715.8900,-26715.8900,0.0000,0.0000,26715.8900,0.0000,0.0000,0.0000,0.0000,True
2019-03-10,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-03-11,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-03-12,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-03-13,0.0000,0.0000,True,26715.8900,-26715.8900,0.0000,0.0000,26715.8900,0.0000,0.0000,0.0000,0.0000,True
2019-03-14,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-03-15,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-03-16,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-03-17,0.0000,0.0000,True,26715.8900,-26715.8900,0.0000,0.0000,26715.8900,0.0000,0.0000,0.0000,0.0000,True
2019-03-18,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-03-19,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-03-20,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-03-21,0.0000,0.0000,True,26715.8900,-26715.8900,0.0000,0.0000,26715.8900,0.0000,0.0000,0.0000,0.0000,True
2019-03-22,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-03-23,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-03-24,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-03-25,0.0000,0.0000,True,26715.8900,-26715.8900,0.0000,0.0000,26715.8900,0.0000,0.0000,0.0000,0.0000,True
2019-03-26,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-03-27,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-03-28,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-03-29,0.0000,0.0000,True,26715.8900,-26715.8900,0.0000,0.0000,26715.8900,0.0000,0.0000,0.0000,0.0000,True
2019-03-30,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-03-31,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-04-01,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-04-02,0.0000,0.0000,True,26715.8900,-26715.8900,0.0000,0.0000,26715.8900,0.0000,0.0000,0.0000,0.0000,True
2019-04-03,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-04-04,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-04-05,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-04-06,0.0000,0.0000,True,26715.8900,-26715.8900,0.0000,0.0000,26715.8900,0.0000,0.0000,0.0000,0.0000,True
2019-04-07,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-04-08,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-04-09,3.4000,6186.6927,False,0.0000,6186.6927,0.0000,6186.6927,0.0000,0.0000,6186.6927,6.1867,5.7284,False
2019-04-10,0.6000,1091.7693,False,0.0000,1091.7693,6186.6927,1091.7693,0.0000,0.0000,7278.4620,7.2785,6.7393,False
2019-04-11,0.0000,0.0000,False,0.0000,0.0000,7278.4620,0.0000,0.0000,0.0000,7278.4620,7.2785,6.7393,False
2019-04-12,0.0000,0.0000,False,0.0000,0.0000,7278.4620,0.0000,0.0000,0.0000,7278.4620,7.2785,6.7393,False
2019-04-13,0.0000,0.0000,False,0.0000,0.0000,7278.4620,0.0000,0.0000,0.0000,7278.4620,7.2785,6.7393,False
2019-04-14,0.0000,0.0000,True,26715.8900,-26715.8900,7278.4620,0.0000,26715.8900,0.0000,0.0000,0.0000,0.0000,True
2019-04-15,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-04-16,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-04-17,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-04-18,0.0000,0.0000,True,26715.8900,-26715.8900,0.0000,0.0000,26715.8900,0.0000,0.0000,0.0000,0.0000,True
2019-04-19,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-04-20,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-04-21,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-04-22,0.0000,0.0000,True,26715.8900,-26715.8900,0.0000,0.0000,26715.8900,0.0000,0.0000,0.0000,0.0000,True
2019-04-23,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-04-24,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-04-25,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-04-26,0.0000,0.0000,True,26715.8900,-26715.8900,0.0000,0.0000,26715.8900,0.0000,0.0000,0.0000,0.0000,True
2019-04-27,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-04-28,0.0000,0.0000,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,False
2019-04-29,0.8000,1455.6924,False,0.0000,1455.6924,0.0000,1455.6924,0.0000,0.0000,1455.6924,1.4557,1.3479,False
2019-04-30,0.0000,0.0000,False,0.0000,0.0000,1455.6924,0.0000,0.0000,0.0000,1455.6924,1.4557,1.3479,False
2019-05-01,0.0000,0.0000,False,0.0000,0.0000,1455.6924,0.0000,0.0000,0.0000,1455.6924,1.4557,1.3479,False
2019-05-02,0.0000,0.0000,False,0.0000,0.0000,1455.6924,0.0000,0.0000,0.0000,1455.6924,1.4557,1.3479,False
2019-05-03,1.0000,1819.6155,False,0.0000,1819.6155,1455.6924,1819.6155,0.0000,0.0000,3275.3079,3.2753,3.0327,False
2019-05-04,1.0000,1819.6155,False,0.0000,1819.6155,3275.3079,1819.6155,0.0000,0.0000,5094.9234,5.0949,4.7175,False
2019-05-05,0.0000,0.0000,False,0.0000,0.0000,5094.9234,0.0000,0.0000,0.0000,5094.9234,5.0949,4.7175,False
2019-05-06,0.0000,0.0000,False,0.0000,0.0000,5094.9234,0.0000,0.0000,0.0000,5094.9234,5.0949,4.7175,False
2019-05-07,0.0000,0.0000,False,0.0000,0.0000,5094.9234,0.0000,0.0000,0.0000,5094.9234,5.0949,4.7175,False
2019-05-08,13.4000,24382.8477,False,0.0000,24382.8477,5094.9234,24382.8477,0.0000,0.0000,29477.7711,29.4778,27.2942,False
2019-05-09,13.6000,24746.7708,False,0.0000,24746.7708,29477.7711,24746.7708,0.0000,0.0000,54224.5419,54.2245,50.2079,False
2019-05-10,4.2000,7642.3851,False,0.0000,7642.3851,54224.5419,7642.3851,0.0000,0.0000,61866.9270,61.8669,57.2842,False
2019-05-11,4.4000,8006.3082,False,0.0000,8006.3082,61866.9270,8006.3082,0.0000,0.0000,69873.2352,69.8732,64.6974,False
2019-05-12,0.2000,363.9231,False,0.0000,363.9231,69873.2352,363.9231,0.0000,0.0000,70237.1583,70.2372,65.0344,False
2019-05-13,0.6000,1091.7693,False,0.0000,1091.7693,70237.1583,1091.7693,0.0000,0.0000,71328.9276,71.3289,66.0453,False
2019-05-14,45.0000,81882.6975,False,0.0000,81882.6975,71328.9276,81882.6975,0.0000,45211.6251,108000.0000,108.0000,100.0000,False
2019-05-15,26.0000,47310.0030,False,0.0000,47310.0030,108000.0000,47310.0030,0.0000,47310.0030,108000.0000,108.0000,100.0000,False
2019-05-16,6.6000,12009.4623,False,0.0000,12009.4623,108000.0000,12009.4623,0.0000,12009.4623,108000.0000,108.0000,100.0000,False
2019-05-17,12.4000,22563.2322,False,0.0000,22563.2322,108000.0000,22563.2322,0.0000,22563.2322,108000.0000,108.0000,100.0000,False
2019-05-18,15.8000,28749.9249,False,0.0000,28749.9249,108000.0000,28749.9249,0.0000,28749.9249,108000.0000,108.0000,100.0000,False
2019-05-19,18.2000,33117.0021,False,0.0000,33117.0021,108000.0000,33117.0021,0.0000,33117.0021,108000.0000,108.0000,100.0000,False
2019-05-20,6.8000,12373.3854,False,0.0000,12373.3854,108000.0000,12373.3854,0.0000,12373.3854,108000.0000,108.0000,100.0000,False
2019-05-21,30.4000,55316.3112,False,0.0000,55316.3112,108000.0000,55316.3112,0.0000,55316.3112,108000.0000,108.0000,100.0000,False
2019-05-22,20.0000,36392.3100,False,0.0000,36392.3100,108000.0000,36392.3100,0.0000,36392.3100,108000.0000,108.0000,100.0000,False
2019-05-23,5.4000,9825.9237,False,0.0000,9825.9237,108000.0000,9825.9237,0.0000,9825.9237,108000.0000,108.0000,100.0000,False
2019-05-24,3.0000,5458.8465,False,0.0000,5458.8465,108000.0000,5458.8465,0.0000,5458.8465,108000.0000,108.0000,100.0000,False
2019-05-25,28.2000,51313.1571,False,0.0000,51313.1571,108000.0000,51313.1571,0.0000,51313.1571,108000.0000,108.0000,100.0000,False
2019-05-26,4.4000,8006.3082,False,0.0000,8006.3082,108000.0000,8006.3082,0.0000,8006.3082,108000.0000,108.0000,100.0000,False
2019-05-27,35.4000,64414.3887,False,0.0000,64414.3887,108000.0000,64414.3887,0.0000,64414.3887,108000.0000,108.0000,100.0000,False
2019-05-28,29.8000,54224.5419,False,0.0000,54224.5419,108000.0000,54224.5419,0.0000,54224.5419,108000.0000,108.0000,100.0000,False
2019-05-29,25.8000,46946.0799,False,0.0000,46946.0799,108000.0000,46946.0799,0.0000,46946.0799,108000.0000,108.0000,100.0000,False
2019-05-30,0.0000,0.0000,False,0.0000,0.0000,108000.0000,0.0000,0.0000,0.0000,108000.0000,108.0000,100.0000,False
2019-05-31,6.4000,11645.5392,False,0.0000,11645.5392,108000.0000,11645.5392,0.0000,11645.5392,108000.0000,108.0000,100.0000,False
2019-06-01,2.8000,5094.9234,False,0.0000,5094.9234,108000.0000,5094.9234,0.0000,5094.9234,108000.0000,108.0000,100.0000,False
2019-06-02,1.0000,1819.6155,False,0.0000,1819.6155,108000.0000,1819.6155,0.0000,1819.6155,108000.0000,108.0000,100.0000,False
2019-06-03,0.2000,363.9231,False,0.0000,363.9231,108000.0000,363.9231,0.0000,363.9231,108000.0000,108.0000,100.0000,False
2019-06-04,10.0000,18196.1550,False,0.0000,18196.1550,108000.0000,18196.1550,0.0000,18196.1550,108000.0000,108.0000,100.0000,False
2019-06-05,26.0000,47310.0030,False,0.0000,47310.0030,108000.0000,47310.0030,0.0000,47310.0030,108000.0000,108.0000,100.0000,False
2019-06-06,1.2000,2183.5386,False,0.0000,2183.5386,108000.0000,2183.5386,0.0000,2183.5386,108000.0000,108.0000,100.0000,False
2019-06-07,4.8000,8734.1544,False,0.0000,8734.1544,108000.0000,8734.1544,0.0000,8734.1544,108000.0000,108.0000,100.0000,False
2019-06-08,20.4000,37120.1562,False,0.0000,37120.1562,108000.0000,37120.1562,0.0000,37120.1562,108000.0000,108.0000,100.0000,False
2019-06-09,13.2000,24018.9246,False,0.0000,24018.9246,108000.0000,24018.9246,0.0000,24018.9246,108000.0000,108.0000,100.0000,False
2019-06-10,9.8000,17832.2319,False,0.0000,17832.2319,108000.0000,17832.2319,0.0000,17832.2319,108000.0000,108.0000,100.0000,False
2019-06-11,1.8000,3275.3079,False,0.0000,3275.3079,108000.0000,3275.3079,0.0000,3275.3079,108000.0000,108.0000,100.0000,False
2019-06-12,0.4000,727.8462,False,0.0000,727.8462,108000.0000,727.8462,0.0000,727.8462,108000.0000,108.0000,100.0000,False
2019-06-13,35.8000,65142.2349,False,0.0000,65142.2349,108000.0000,65142.2349,0.0000,65142.2349,108000.0000,108.0000,100.0000,False
2019-06-14,0.4000,727.8462,False,0.0000,727.8462,108000.0000,727.8462,0.0000,727.8462,108000.0000,108.0000,100.0000,False
2019-06-15,0.2000,363.9231,False,0.0000,363.9231,108000.0000,363.9231,0.0000,363.9231,108000.0000,108.0000,100.0000,False
2019-06-16,0.0000,0.0000,False,0.0000,0.0000,108000.0000,0.0000,0.0000,0.0000,108000.0000,108.0000,100.0000,False
2019-06-17,0.0000,0.0000,False,0.0000,0.0000,108000.0000,0.0000,0.0000,0.0000,108000.0000,108.0000,100.0000,False
2019-06-18,6.8000,12373.3854,False,0.0000,12373.3854,108000.0000,12373.3854,0.0000,12373.3854,108000.0000,108.0000,100.0000,False
2019-06-19,4.8000,8734.1544,False,0.0000,8734.1544,108000.0000,8734.1544,0.0000,8734.1544,108000.0000,108.0000,100.0000,False
2019-06-20,0.4000,727.8462,False,0.0000,727.8462,108000.0000,727.8462,0.0000,727.8462,108000.0000,108.0000,100.0000,False
2019-06-21,12.6000,22927.1553,False,0.0000,22927.1553,108000.0000,22927.1553,0.0000,22927.1553,108000.0000,108.0000,100.0000,False
2019-06-22,0.2000,363.9231,False,0.0000,363.9231,108000.0000,363.9231,0.0000,363.9231,108000.0000,108.0000,100.0000,False
2019-06-23,1.4000,2547.4617,False,0.0000,2547.4617,108000.0000,2547.4617,0.0000,2547.4617,108000.0000,108.0000,100.0000,False
2019-06-24,10.4000,18924.0012,False,0.0000,18924.0012,108000.0000,18924.0012,0.0000,18924.0012,108000.0000,108.0000,100.0000,False
2019-06-25,5.2000,9462.0006,False,0.0000,9462.0006,108000.0000,9462.0006,0.0000,9462.0006,108000.0000,108.0000,100.0000,False
2019-06-26,0.2000,363.9231,False,0.0000,363.9231,108000.0000,363.9231,0.0000,363.9231,108000.0000,108.0000,100.0000,False
2019-06-27,0.2000,363.9231,False,0.0000,363.9231,108000.0000,363.9231,0.0000,363.9231,108000.0000,108.0000,100.0000,False
2019-06-28,0.0000,0.0000,False,0.0000,0.0000,108000.0000,0.0000,0.0000,0.0000,108000.0000,108.0000,100.0000,False
2019-06-29,0.8000,1455.6924,False,0.0000,1455.6924,108000.0000,1455.6924,0.0000,1455.6924,108000.0000,108.0000,100.0000,False
2019-06-30,3.8000,6914.5389,False,0.0000,6914.5389,108000.0000,6914.5389,0.0000,6914.5389,108000.0000,108.0000,100.0000,False
2019-07-01,0.2000,363.9231,False,0.0000,363.9231,108000.0000,363.9231,0.0000,363.9231,108000.0000,108.0000,100.0000,False
2019-07-02,11.0000,20015.7705,False,0.0000,20015.7705,108000.0000,20015.7705,0.0000,20015.7705,108000.0000,108.0000,100.0000,False
2019-07-03,2.8000,5094.9234,False,0.0000,5094.9234,108000.0000,5094.9234,0.0000,5094.9234,108000.0000,108.0000,100.0000,False
2019-07-04,0.0000,0.0000,False,0.0000,0.0000,108000.0000,0.0000,0.0000,0.0000,108000.0000,108.0000,100.0000,False
2019-07-05,0.2000,363.9231,False,0.0000,363.9231,108000.0000,363.9231,0.0000,363.9231,108000.0000,108.0000,100.0000,False
2019-07-06,0.0000,0.0000,False,0.0000,0.0000,108000.0000,0.0000,0.0000,0.0000,108000.0000,108.0000,100.0000,False
2019-07-07,5.2000,9462.0006,False,0.0000,9462.0006,108000.0000,9462.0006,0.0000,9462.0006,108000.0000,108.0000,100.0000,False
2019-07-08,21.8000,39667.6179,False,0.0000,39667.6179,108000.0000,39667.6179,0.0000,39667.6179,108000.0000,108.0000,100.0000,False
2019-07-09,0.2000,363.9231,False,0.0000,363.9231,108000.0000,363.9231,0.0000,363.9231,108000.0000,108.0000,100.0000,False
2019-07-10,4.8000,8734.1544,False,0.0000,8734.1544,108000.0000,8734.1544,0.0000,8734.1544,108000.0000,108.0000,100.0000,False
2019-07-11,6.2000,11281.6161,False,0.0000,11281.6161,108000.0000,11281.6161,0.0000,11281.6161,108000.0000,108.0000,100.0000,False
2019-07-12,0.2000,363.9231,False,0.0000,363.9231,108000.0000,363.9231,0.0000,363.9231,108000.0000,108.0000,100.0000,False
2019-07-13,3.2000,5822.7696,False,0.0000,5822.7696,108000.0000,5822.7696,0.0000,5822.7696,108000.0000,108.0000,100.0000,False
2019-07-14,9.6000,17468.3088,False,0.0000,17468.3088,108000.0000,17468.3088,0.0000,17468.3088,108000.0000,108.0000,100.0000,False
2019-07-15,17.4000,31661.3097,False,0.0000,31661.3097,108000.0000,31661.3097,0.0000,31661.3097,108000.0000,108.0000,100.0000,False
2019-07-16,0.2000,363.9231,False,0.0000,363.9231,108000.0000,363.9231,0.0000,363.9231,108000.0000,108.0000,100.0000,False
2019-07-17,1.6000,2911.3848,False,0.0000,2911.3848,108000.0000,2911.3848,0.0000,2911.3848,108000.0000,108.0000,100.0000,False
2019-07-18,3.8000,6914.5389,False,0.0000,6914.5389,108000.0000,6914.5389,0.0000,6914.5389,108000.0000,108.0000,100.0000,False
2019-07-19,0.2000,363.9231,False,0.0000,363.9231,108000.0000,363.9231,0.0000,363.9231,108000.0000,108.0000,100.0000,False
2019-07-20,0.0000,0.0000,False,0.0000,0.0000,108000.0000,0.0000,0.0000,0.0000,108000.0000,108.0000,100.0000,False
2019-07-21,0.6000,1091.7693,False,0.0000,1091.7693,108000.0000,1091.7693,0.0000,1091.7693,108000.0000,108.0000,100.0000,False
